Date,Channel,Chain,Depot,SubCat,SKU,UnitsSold,key
01/06/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,888.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/06/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,8976.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/06/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,9696.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/07/22,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,0.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/07/22,Retail,ValueStore,Central Depot,Personal Care,PRD0024,0.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/07/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,11496.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/07/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1200.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/07/22,Online,DailyNeeds,East Depot,Dairy,PRD0008,133605.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/07/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,1392.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/07/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,1575.0,Retail_QuickPick_Harbor Depot_Frozen Foods_PRD0020
01/07/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,17415.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/07/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,1944.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/07/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,2136.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/07/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,225.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/07/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,2430.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/07/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,312.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/07/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,315.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/07/22,Online,DailyNeeds,East Depot,Snacks,PRD0005,3690.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/07/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,405.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/07/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,4230.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/07/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,432.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/07/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,4344.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/07/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,4545.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/07/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,480.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/07/22,Retail,ValueStore,South Depot,Personal Care,PRD0024,5424.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/07/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,5760.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/07/22,Online,FreshMart,North Depot,Dairy,PRD0009,59355.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/07/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,648.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/07/22,Retail,FoodBazaar,South Depot,Household,PRD0030,696.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/07/22,Online,DailyNeeds,East Depot,Bakery,PRD0017,7608.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/07/22,Online,DailyNeeds,East Depot,Snacks,PRD0004,8055.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/07/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,816.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/07/22,Online,FreshMart,North Depot,Snacks,PRD0007,900.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/07/22,Retail,QuickPick,South Depot,Bakery,PRD0017,912.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/07/22,Online,FreshMart,North Depot,Dairy,PRD0012,98550.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/08/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,0.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/08/22,Online,FreshMart,North Depot,Dairy,PRD0012,105750.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/08/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,1260.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/08/22,Retail,ValueStore,South Depot,Personal Care,PRD0024,12912.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/08/22,Retail,QuickPick,South Depot,Bakery,PRD0017,1344.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/08/22,Online,FreshMart,North Depot,Dairy,PRD0009,147150.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/08/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,15075.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/08/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,1512.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/08/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,1575.0,Retail_QuickPick_Harbor Depot_Frozen Foods_PRD0020
01/08/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,16031.04,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/08/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1680.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/08/22,Online,DailyNeeds,East Depot,Snacks,PRD0005,17820.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/08/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,192.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/08/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1944.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/08/22,Retail,FoodBazaar,South Depot,Household,PRD0030,1992.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/08/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,2112.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/08/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,2112.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/08/22,Online,DailyNeeds,East Depot,Dairy,PRD0008,226710.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/08/22,Retail,QuickPick,South Depot,Bakery,PRD0016,24.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/08/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2835.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/08/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,2928.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/08/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,3150.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/08/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,3240.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/08/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3384.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/08/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,360.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/08/22,Online,DailyNeeds,East Depot,Bakery,PRD0017,5376.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/08/22,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,75552.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/08/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,765.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/08/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,810.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/08/22,Online,DailyNeeds,East Depot,Snacks,PRD0004,8190.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/08/22,Retail,ValueStore,Central Depot,Personal Care,PRD0024,8592.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/08/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,90.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/08/22,Online,FreshMart,North Depot,Snacks,PRD0007,900.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/08/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,9576.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/09/22,Online,DailyNeeds,East Depot,Bakery,PRD0017,0.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/09/22,Retail,QuickPick,South Depot,Bakery,PRD0016,120.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/09/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1215.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/09/22,Online,FreshMart,North Depot,Dairy,PRD0012,158850.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/09/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1656.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/09/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,1755.0,Retail_QuickPick_Harbor Depot_Frozen Foods_PRD0020
01/09/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,180.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/09/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1800.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/09/22,Online,DailyNeeds,East Depot,Snacks,PRD0005,19890.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/09/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,21790.08,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/09/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2250.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/09/22,Retail,QuickPick,South Depot,Bakery,PRD0017,2352.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/09/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,23895.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/09/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,2430.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/09/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,2544.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/09/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,2784.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/09/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,360.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/09/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,3780.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/09/22,Online,DailyNeeds,East Depot,Dairy,PRD0008,384525.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/09/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,3888.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/09/22,Online,DailyNeeds,East Depot,Snacks,PRD0004,4140.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/09/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,4272.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/09/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,5355.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/09/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,5760.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/09/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,630.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/09/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,696.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/09/22,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,79056.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/09/22,Retail,FoodBazaar,South Depot,Household,PRD0030,792.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/09/22,Online,FreshMart,North Depot,Dairy,PRD0009,8100.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/09/22,Retail,ValueStore,South Depot,Personal Care,PRD0024,9312.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/09/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,9864.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/09/22,Retail,ValueStore,Central Depot,Personal Care,PRD0024,9936.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/10/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,1035.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/10/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,1035.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/10/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,10530.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/10/22,Online,DailyNeeds,East Depot,Bakery,PRD0017,10896.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/10/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1170.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/10/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,12120.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/10/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1295.04,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/10/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1344.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/10/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,14669.1,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/10/22,Retail,ValueStore,South Depot,Personal Care,PRD0024,15120.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/10/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1560.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/10/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,1620.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/10/22,Retail,QuickPick,South Depot,Bakery,PRD0017,1622.88,Retail_QuickPick_South Depot_Bakery_PRD0017
01/10/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,16605.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/10/22,Retail,FoodBazaar,South Depot,Household,PRD0030,1704.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/10/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,180.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/10/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,1824.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/10/22,Online,FreshMart,North Depot,Dairy,PRD0012,187245.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/10/22,Online,DailyNeeds,East Depot,Snacks,PRD0005,20250.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/10/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,2040.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/10/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,20805.12,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/10/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,225.0,Retail_QuickPick_Harbor Depot_Frozen Foods_PRD0020
01/10/22,Online,DailyNeeds,East Depot,Snacks,PRD0004,23175.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/10/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,315.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/10/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3600.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/10/22,Retail,QuickPick,South Depot,Bakery,PRD0016,408.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/10/22,Online,DailyNeeds,East Depot,Dairy,PRD0008,468675.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/10/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,480.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/10/22,Online,FreshMart,North Depot,Pantry,PRD0038,5100.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/10/22,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,54384.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/10/22,Online,FreshMart,North Depot,Dairy,PRD0009,55350.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/10/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,5976.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/10/22,Retail,ValueStore,Central Depot,Personal Care,PRD0024,6144.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/10/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,9810.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/11/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,1035.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/11/22,Online,DailyNeeds,East Depot,Bakery,PRD0017,12552.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/11/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1259.1,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/11/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,1260.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/11/22,Online,FreshMart,North Depot,Dairy,PRD0012,134460.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/11/22,Online,DailyNeeds,East Depot,Snacks,PRD0004,14040.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/11/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,14625.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/11/22,Online,FreshMart,North Depot,Dairy,PRD0009,152190.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/11/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,16392.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/11/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1776.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/11/22,Online,FreshMart,North Depot,Pantry,PRD0038,18150.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/11/22,Online,DailyNeeds,East Depot,Snacks,PRD0005,18720.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/11/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,1920.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/11/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1920.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/11/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,1935.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/11/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2070.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/11/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,225.0,Retail_QuickPick_Harbor Depot_Frozen Foods_PRD0020
01/11/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,2256.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/11/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,24.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/11/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,2475.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/11/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,2520.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/11/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,270.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/11/22,Retail,FoodBazaar,South Depot,Household,PRD0030,3096.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/11/22,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,31584.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/11/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3312.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/11/22,Retail,ValueStore,South Depot,Personal Care,PRD0024,3504.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/11/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,360.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/11/22,Retail,QuickPick,South Depot,Bakery,PRD0016,360.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/11/22,Retail,ValueStore,Central Depot,Personal Care,PRD0024,3936.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/11/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,405.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/11/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,4815.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/11/22,Online,DailyNeeds,East Depot,Dairy,PRD0008,483840.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/11/22,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,495.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/11/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,5640.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/11/22,Online,FreshMart,North Depot,Snacks,PRD0007,675.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/11/22,Retail,QuickPick,South Depot,Bakery,PRD0017,744.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/11/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,768.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/12/22,Online,FreshMart,North Depot,Dairy,PRD0009,0.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/12/22,Retail,SuperShop,West Depot,Produce,PRD0040,10200.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/12/22,Online,DailyNeeds,East Depot,Bakery,PRD0017,10368.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/12/22,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,1215.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/12/22,Online,FreshMart,North Depot,Pantry,PRD0038,12300.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/12/22,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1395.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/12/22,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,15502.08,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/12/22,Online,FreshMart,North Depot,Dairy,PRD0012,156150.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/12/22,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1630.99992,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/12/22,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,16605.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/12/22,Online,DailyNeeds,East Depot,Snacks,PRD0004,16920.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/12/22,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1968.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/12/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,1980.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/12/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,2136.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/12/22,Retail,FoodBazaar,South Depot,Bakery,PRD0016,2376.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/12/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,2472.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/12/22,Online,DailyNeeds,East Depot,Snacks,PRD0005,26415.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/12/22,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,2745.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/12/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2880.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/12/22,Retail,QuickPick,South Depot,Bakery,PRD0017,2880.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/12/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,315.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/12/22,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,315.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/12/22,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,33120.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/12/22,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,432.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/12/22,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,4488.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/12/22,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,45.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/12/22,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,450.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/12/22,Online,DailyNeeds,East Depot,Dairy,PRD0008,475155.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/12/22,Retail,FoodBazaar,South Depot,Household,PRD0030,480.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/12/22,Retail,QuickPick,South Depot,Bakery,PRD0016,480.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/12/22,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,5715.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
