Date,Channel,Chain,Depot,SubCat,SKU,UnitsSold
01/12/22,Retail,ValueStore,Uptown Depot,Snacks,PRD0005,720
01/12/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0027,720
01/12/22,Retail,SuperShop,South Depot,Produce,PRD0019,7200
01/12/22,Retail,SuperShop,Lakeside Depot,Produce,PRD0040,7200
01/12/22,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0018,7344
01/12/22,Retail,FoodBazaar,Uptown Depot,Household,PRD0027,7824
01/12/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,810
01/12/22,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0026,810
01/12/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0023,810
01/12/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,810
01/12/22,Retail,SuperShop,Uptown Depot,Household,PRD0031,816
01/12/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0022,855
01/12/22,Retail,ValueStore,South Depot,Snacks,PRD0007,855
01/12/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0023,855
01/12/22,Retail,ValueStore,South Depot,Personal Care,PRD0024,8592
01/12/22,Retail,FoodBazaar,Central Depot,Bakery,PRD0018,864
01/12/22,Online,FreshMart,North Depot,Pantry,PRD0036,8700
01/12/22,Retail,ValueStore,West Depot,Bakery,PRD0017,888
01/12/22,Retail,QuickPick,Lakeside Depot,Bakery,PRD0016,888
01/12/22,Retail,SuperShop,West Depot,Frozen Foods,PRD0020,90
01/12/22,Retail,ValueStore,Central Depot,Snacks,PRD0005,90
01/12/22,Retail,ValueStore,Central Depot,Snacks,PRD0007,90
01/12/22,Retail,ValueStore,Lakeside Depot,Snacks,PRD0003,90
01/12/22,Retail,ValueStore,Lakeside Depot,Snacks,PRD0005,90
01/12/22,Retail,ValueStore,Lakeside Depot,Snacks,PRD0007,90
01/12/22,Retail,ValueStore,West Depot,Snacks,PRD0005,90
01/12/22,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0022,90
01/12/22,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0023,90
01/12/22,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0026,90
01/12/22,Online,FreshMart,North Depot,Snacks,PRD0006,900
01/12/22,Retail,ValueStore,Harbor Depot,Snacks,PRD0003,900
01/12/22,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0022,9000
01/12/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,9264
01/12/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0022,9270
01/12/22,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0020,945
01/12/22,Retail,SuperShop,South Depot,Frozen Foods,PRD0022,945
01/12/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0020,945
01/12/22,Retail,ValueStore,Uptown Depot,Snacks,PRD0003,945
01/12/22,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0022,945
01/12/22,Retail,SuperShop,South Depot,Household,PRD0031,96
01/12/22,Retail,FoodBazaar,Central Depot,Household,PRD0027,96
01/12/22,Retail,ValueStore,Central Depot,Bakery,PRD0014,960
01/12/22,Retail,ValueStore,Uptown Depot,Bakery,PRD0017,960
01/12/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,960
01/12/22,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0026,990
01/12/22,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0025,990
01/12/22,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0020,990
01/12/22,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0026,990
01/12/22,Retail,QuickPick,South Depot,Frozen Foods,PRD0025,990
01/01/23,Retail,ValueStore,Harbor Depot,Snacks,PRD0003,0
01/01/23,Retail,ValueStore,West Depot,Produce,PRD0019,0
01/01/23,Retail,SuperShop,Uptown Depot,Produce,PRD0040,10200
01/01/23,Online,FreshMart,North Depot,Pantry,PRD0038,10290
01/01/23,Retail,ValueStore,Lakeside Depot,Bakery,PRD0014,1056
01/01/23,Retail,ValueStore,Lakeside Depot,Bakery,PRD0017,1056
01/01/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0022,10620
01/01/23,Retail,ValueStore,Central Depot,Bakery,PRD0017,1080
01/01/23,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0022,10845
01/01/23,Online,DailyNeeds,East Depot,Bakery,PRD0014,11040
01/01/23,Online,FreshMart,North Depot,Snacks,PRD0006,1125
01/01/23,Retail,ValueStore,Uptown Depot,Bakery,PRD0016,1128
01/01/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0039,1128
01/01/23,Online,FreshMart,North Depot,Pantry,PRD0037,11400
01/01/23,Online,DailyNeeds,East Depot,Pantry,PRD0037,114570
01/01/23,Retail,FoodBazaar,South Depot,Household,PRD0030,1152
01/01/23,Retail,FoodBazaar,West Depot,Bakery,PRD0015,1152
01/01/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0030,1152
01/01/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,11655
01/01/23,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0023,1170
01/01/23,Retail,FoodBazaar,Central Depot,Household,PRD0039,120
01/01/23,Retail,SuperShop,Lakeside Depot,Produce,PRD0040,1200
01/01/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0028,1200
01/01/23,Online,FreshMart,North Depot,Pantry,PRD0035,12000
01/01/23,Retail,SuperShop,Uptown Depot,Household,PRD0028,1224
01/01/23,Retail,SuperShop,West Depot,Bakery,PRD0015,1248
01/01/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1248
01/01/23,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0014,1248
01/01/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,12624
01/01/23,Retail,FoodBazaar,Lakeside Depot,Household,PRD0039,1272
01/01/23,Online,FreshMart,North Depot,Dairy,PRD0009,128250
01/01/23,Retail,QuickPick,Harbor Depot,Bakery,PRD0016,1320
01/01/23,Retail,QuickPick,South Depot,Frozen Foods,PRD0026,135
01/01/23,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0020,1350
01/01/23,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0021,1350
01/01/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0021,1350
01/01/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0022,1350
01/01/23,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0022,1350
01/01/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,13632
01/01/23,Online,DailyNeeds,East Depot,Bakery,PRD0015,13752
01/01/23,Retail,SuperShop,Lakeside Depot,Bakery,PRD0015,1392
01/01/23,Retail,ValueStore,Uptown Depot,Bakery,PRD0017,1392
01/01/23,Retail,FoodBazaar,South Depot,Bakery,PRD0017,1392
01/01/23,Retail,FoodBazaar,Lakeside Depot,Household,PRD0030,1392
01/01/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0027,1392
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0020,1395
01/01/23,Retail,ValueStore,West Depot,Bakery,PRD0017,1416
01/01/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0018,144
01/01/23,Retail,FoodBazaar,Downtown Depot,Household,PRD0030,144
01/01/23,Retail,ValueStore,Downtown Depot,Produce,PRD0019,1440
01/01/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0017,1464
01/01/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0023,1485
01/01/23,Online,FreshMart,North Depot,Pantry,PRD0036,14850
01/01/23,Retail,SuperShop,Lakeside Depot,Bakery,PRD0017,1488
01/01/23,Retail,ValueStore,Central Depot,Bakery,PRD0014,1488
01/01/23,Retail,SuperShop,Uptown Depot,Household,PRD0031,1512
01/01/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0022,1530
01/01/23,Retail,ValueStore,Uptown Depot,Bakery,PRD0014,1536
01/01/23,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0015,1536
01/01/23,Retail,SuperShop,South Depot,Produce,PRD0019,15360
01/01/23,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0022,1575
01/01/23,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0021,1575
01/01/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0021,1575
01/01/23,Retail,ValueStore,South Depot,Bakery,PRD0016,1584
01/01/23,Retail,ValueStore,South Depot,Bakery,PRD0017,1584
01/01/23,Retail,FoodBazaar,Uptown Depot,Household,PRD0027,1584
01/01/23,Retail,SuperShop,West Depot,Produce,PRD0019,15840
01/01/23,Retail,FoodBazaar,South Depot,Bakery,PRD0018,1608
01/01/23,Retail,ValueStore,Central Depot,Frozen Foods,PRD0026,1620
01/01/23,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0023,1620
01/01/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1632
01/01/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0023,1665
01/01/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0020,1665
01/01/23,Retail,FoodBazaar,Central Depot,Bakery,PRD0017,168
01/01/23,Retail,SuperShop,Harbor Depot,Household,PRD0028,1704
01/01/23,Retail,ValueStore,Central Depot,Frozen Foods,PRD0021,1710
01/01/23,Online,FreshMart,North Depot,Dairy,PRD0010,172125
01/01/23,Retail,SuperShop,South Depot,Bakery,PRD0017,1728
01/01/23,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0022,1747.9998
01/01/23,Retail,SuperShop,West Depot,Produce,PRD0040,1750
01/01/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0022,1755
01/01/23,Retail,ValueStore,West Depot,Snacks,PRD0004,180
01/01/23,Retail,ValueStore,West Depot,Snacks,PRD0005,180
01/01/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0023,180
01/01/23,Retail,SuperShop,West Depot,Bakery,PRD0017,1800
01/01/23,Retail,ValueStore,Central Depot,Frozen Foods,PRD0025,1800
01/01/23,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0020,1800
01/01/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1800
01/01/23,Online,FreshMart,North Depot,Dairy,PRD0013,181035
01/01/23,Retail,FoodBazaar,South Depot,Household,PRD0031,1848
01/01/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0017,1872
01/01/23,Retail,QuickPick,Downtown Depot,Bakery,PRD0017,1872
01/01/23,Retail,FoodBazaar,South Depot,Produce,PRD0019,18720
01/01/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,18810
01/01/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0020,1890
01/01/23,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0017,1896
01/01/23,Retail,FoodBazaar,Central Depot,Household,PRD0030,192
01/01/23,Retail,FoodBazaar,Central Depot,Household,PRD0031,192
01/01/23,Retail,FoodBazaar,West Depot,Household,PRD0030,192
01/01/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0022,1935
01/01/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,19392
01/01/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,1980
01/01/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0022,1980
01/01/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,1992
01/01/23,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0016,1992
01/01/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,2016
01/01/23,Retail,SuperShop,Lakeside Depot,Bakery,PRD0018,2064
01/01/23,Retail,FoodBazaar,South Depot,Household,PRD0027,2064
01/01/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0025,2070
01/01/23,Retail,FoodBazaar,South Depot,Household,PRD0028,2088
01/01/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0015,2088
01/01/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0020,2115
01/01/23,Retail,SuperShop,West Depot,Household,PRD0028,216
01/01/23,Retail,FoodBazaar,Central Depot,Household,PRD0028,216
01/01/23,Retail,QuickPick,South Depot,Bakery,PRD0016,216
01/01/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0022,2160
01/01/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0026,2205
01/01/23,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0020,225
01/01/23,Retail,SuperShop,West Depot,Frozen Foods,PRD0021,225
01/01/23,Retail,ValueStore,Central Depot,Snacks,PRD0005,225
01/01/23,Retail,ValueStore,South Depot,Snacks,PRD0004,225
01/01/23,Retail,ValueStore,Downtown Depot,Snacks,PRD0007,225
01/01/23,Retail,ValueStore,Lakeside Depot,Snacks,PRD0005,225
01/01/23,Retail,ValueStore,Harbor Depot,Snacks,PRD0004,225
01/01/23,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0021,225
01/01/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0023,225
01/01/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,225
01/01/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0021,225
01/01/23,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0023,2250
01/01/23,Retail,SuperShop,Harbor Depot,Household,PRD0031,2256
01/01/23,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0022,2295
01/01/23,Retail,FoodBazaar,South Depot,Bakery,PRD0015,2304
01/01/23,Online,DailyNeeds,East Depot,Bakery,PRD0018,23592
01/01/23,Online,DailyNeeds,East Depot,Snacks,PRD0006,23805
01/01/23,Retail,FoodBazaar,Central Depot,Household,PRD0027,240
01/01/23,Retail,FoodBazaar,Downtown Depot,Household,PRD0027,240
01/01/23,Retail,FoodBazaar,Downtown Depot,Household,PRD0039,240
01/01/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0023,2430
01/01/23,Retail,FoodBazaar,Uptown Depot,Household,PRD0031,2448
01/01/23,Online,FreshMart,North Depot,Snacks,PRD0002,2475
01/01/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0026,2475
01/01/23,Retail,ValueStore,South Depot,Bakery,PRD0014,2496
01/01/23,Retail,FoodBazaar,Uptown Depot,Household,PRD0028,2496
01/01/23,Retail,FoodBazaar,South Depot,Bakery,PRD0014,2520
01/01/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,25560
01/01/23,Retail,ValueStore,Harbor Depot,Bakery,PRD0017,2592
01/01/23,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0025,2610
01/01/23,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0018,2616
01/01/23,Retail,ValueStore,Harbor Depot,Bakery,PRD0016,2664
01/01/23,Online,DailyNeeds,East Depot,Snacks,PRD0007,26640
01/01/23,Retail,ValueStore,Downtown Depot,Snacks,PRD0005,270
01/01/23,Retail,ValueStore,Lakeside Depot,Snacks,PRD0007,270
01/01/23,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0021,270
01/01/23,Retail,QuickPick,South Depot,Frozen Foods,PRD0023,270
01/01/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0016,2760
01/01/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0014,2760
01/01/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2790
01/01/23,Online,FreshMart,North Depot,Dairy,PRD0012,280575
01/01/23,Retail,ValueStore,Uptown Depot,Produce,PRD0019,28320
01/01/23,Retail,FoodBazaar,Uptown Depot,Produce,PRD0019,28320
01/01/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0014,288
01/01/23,Retail,ValueStore,Harbor Depot,Bakery,PRD0014,2904
01/01/23,Retail,ValueStore,Central Depot,Frozen Foods,PRD0020,2970
01/01/23,Retail,SuperShop,South Depot,Produce,PRD0040,3000
01/01/23,Retail,FoodBazaar,Uptown Depot,Household,PRD0039,3024
01/01/23,Retail,ValueStore,Lakeside Depot,Personal Care,PRD0024,3072
01/01/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3072
01/01/23,Retail,FoodBazaar,West Depot,Household,PRD0028,312
01/01/23,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0021,315
01/01/23,Retail,ValueStore,Central Depot,Snacks,PRD0007,315
01/01/23,Retail,ValueStore,South Depot,Snacks,PRD0007,315
01/01/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0021,315
01/01/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0026,315
01/01/23,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0022,3150
01/01/23,Retail,FoodBazaar,Harbor Depot,Produce,PRD0019,31680
01/01/23,Retail,ValueStore,Central Depot,Frozen Foods,PRD0023,3195
01/01/23,Retail,SuperShop,South Depot,Bakery,PRD0015,3264
01/01/23,Retail,SuperShop,Uptown Depot,Produce,PRD0019,32640
01/01/23,Retail,FoodBazaar,West Depot,Produce,PRD0019,3342
01/01/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0025,3420
01/01/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0023,3420
01/01/23,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0023,360
01/01/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0016,360
01/01/23,Retail,FoodBazaar,Central Depot,Bakery,PRD0014,360
01/01/23,Retail,FoodBazaar,Central Depot,Bakery,PRD0018,360
01/01/23,Retail,FoodBazaar,Downtown Depot,Household,PRD0031,360
01/01/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0026,360
01/01/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0025,360
01/01/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0020,360
01/01/23,Retail,ValueStore,Uptown Depot,Personal Care,PRD0024,3696
01/01/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0018,3742.99992
01/01/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,3768
01/01/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0025,3780
01/01/23,Retail,SuperShop,Harbor Depot,Produce,PRD0040,37800
01/01/23,Retail,SuperShop,South Depot,Bakery,PRD0018,3910.99992
01/01/23,Online,FreshMart,North Depot,Dairy,PRD0011,394155
01/01/23,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0022,402.3
01/01/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,405
01/01/23,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0026,4050
01/01/23,Retail,SuperShop,South Depot,Household,PRD0031,408
01/01/23,Retail,ValueStore,South Depot,Produce,PRD0019,41280
01/01/23,Online,DailyNeeds,East Depot,Snacks,PRD0002,41490
01/01/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0016,4224
01/01/23,Retail,ValueStore,Downtown Depot,Personal Care,PRD0024,432
01/01/23,Retail,FoodBazaar,Central Depot,Bakery,PRD0016,432
01/01/23,Retail,FoodBazaar,West Depot,Bakery,PRD0017,432
01/01/23,Online,FreshMart,North Depot,Dairy,PRD0008,43875
01/01/23,Retail,ValueStore,Lakeside Depot,Produce,PRD0019,44160
01/01/23,Retail,ValueStore,Uptown Depot,Snacks,PRD0004,45
01/01/23,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0026,45
01/01/23,Retail,SuperShop,West Depot,Frozen Foods,PRD0020,450
01/01/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0021,450
01/01/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0022,450
01/01/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0025,450
01/01/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0026,450
01/01/23,Retail,ValueStore,West Depot,Personal Care,PRD0024,4512
01/01/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0016,456
01/01/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0017,456
01/01/23,Retail,ValueStore,Central Depot,Frozen Foods,PRD0022,4635
01/01/23,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0022,4680
01/01/23,Retail,SuperShop,South Depot,Bakery,PRD0016,48
01/01/23,Retail,FoodBazaar,Central Depot,Bakery,PRD0015,480
01/01/23,Retail,SuperShop,West Depot,Frozen Foods,PRD0022,495
01/01/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,495
01/01/23,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0023,495
01/01/23,Retail,FoodBazaar,Lakeside Depot,Produce,PRD0019,49920
01/01/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,501390
01/01/23,Retail,ValueStore,Lakeside Depot,Bakery,PRD0016,504
01/01/23,Retail,ValueStore,West Depot,Bakery,PRD0016,504
01/01/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,5040
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0025,5085
01/01/23,Online,DailyNeeds,East Depot,Dairy,PRD0013,522315
01/01/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0018,5256
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,5310
01/01/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0021,540
01/01/23,Retail,SuperShop,West Depot,Frozen Foods,PRD0023,540
01/01/23,Retail,ValueStore,Uptown Depot,Snacks,PRD0007,540
01/01/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0025,540
01/01/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,540
01/01/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,5424
01/01/23,Retail,SuperShop,Uptown Depot,Bakery,PRD0018,5496
01/01/23,Retail,SuperShop,West Depot,Household,PRD0031,552
01/01/23,Retail,ValueStore,Central Depot,Bakery,PRD0016,552
01/01/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0023,5670
01/01/23,Retail,SuperShop,Lakeside Depot,Produce,PRD0019,5760
01/01/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0020,585
01/01/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0026,585
01/01/23,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0026,585
01/01/23,Retail,QuickPick,South Depot,Frozen Foods,PRD0025,585
01/01/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0015,5928
01/01/23,Online,DailyNeeds,East Depot,Snacks,PRD0003,5985
01/01/23,Online,FreshMart,North Depot,Pantry,PRD0034,600
01/01/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,600
01/01/23,Retail,ValueStore,West Depot,Bakery,PRD0014,600
01/01/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0022,6210
01/01/23,Retail,FoodBazaar,South Depot,Household,PRD0039,624
01/01/23,Retail,ValueStore,Harbor Depot,Produce,PRD0019,6240
01/01/23,Retail,FoodBazaar,Downtown Depot,Produce,PRD0019,6240
01/01/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,630
01/01/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0020,630
01/01/23,Retail,SuperShop,Harbor Depot,Produce,PRD0019,65280
01/01/23,Retail,SuperShop,Uptown Depot,Bakery,PRD0015,6552
01/01/23,Retail,QuickPick,Downtown Depot,Bakery,PRD0016,672
01/01/23,Retail,SuperShop,Uptown Depot,Bakery,PRD0017,6744
01/01/23,Online,FreshMart,North Depot,Snacks,PRD0003,675
01/01/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0023,675
01/01/23,Retail,ValueStore,West Depot,Snacks,PRD0007,675
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,675
01/01/23,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0025,675
01/01/23,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0023,6795
01/01/23,Retail,FoodBazaar,Downtown Depot,Household,PRD0028,696
01/01/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,720
01/01/23,Retail,SuperShop,West Depot,Bakery,PRD0018,720
01/01/23,Retail,ValueStore,Uptown Depot,Snacks,PRD0003,720
01/01/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0021,720
01/01/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,720
01/01/23,Online,DailyNeeds,East Depot,Dairy,PRD0012,735480
01/01/23,Online,DailyNeeds,East Depot,Pantry,PRD0035,74190
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,7470
01/01/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0026,765
01/01/23,Retail,FoodBazaar,Uptown Depot,Household,PRD0030,768
01/01/23,Retail,QuickPick,South Depot,Bakery,PRD0017,768
01/01/23,Online,DailyNeeds,East Depot,Pantry,PRD0034,78150
01/01/23,Online,DailyNeeds,East Depot,Dairy,PRD0010,783405
01/01/23,Online,DailyNeeds,East Depot,Dairy,PRD0009,787095
01/01/23,Online,DailyNeeds,East Depot,Pantry,PRD0036,79950
01/01/23,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0026,810
01/01/23,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0023,810
01/01/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,8352
01/01/23,Retail,ValueStore,Uptown Depot,Snacks,PRD0005,855
01/01/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,855
01/01/23,Retail,ValueStore,Harbor Depot,Snacks,PRD0007,855
01/01/23,Retail,QuickPick,South Depot,Frozen Foods,PRD0022,855
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0022,8595
01/01/23,Retail,FoodBazaar,West Depot,Bakery,PRD0016,864
01/01/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0016,864
01/01/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0017,8808
01/01/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0022,8955
01/01/23,Retail,ValueStore,Downtown Depot,Snacks,PRD0003,90
01/01/23,Retail,ValueStore,Lakeside Depot,Snacks,PRD0003,90
01/01/23,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0023,90
01/01/23,Retail,QuickPick,South Depot,Frozen Foods,PRD0020,90
01/01/23,Retail,SuperShop,South Depot,Household,PRD0028,912
01/01/23,Retail,ValueStore,Central Depot,Produce,PRD0019,9120
01/01/23,Retail,FoodBazaar,Lakeside Depot,Household,PRD0027,936
01/01/23,Online,DailyNeeds,East Depot,Pantry,PRD0038,93990
01/01/23,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0026,945
01/01/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0023,945
01/01/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0021,945
01/01/23,Online,DailyNeeds,East Depot,Dairy,PRD0011,950625
01/01/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,9576
01/01/23,Retail,FoodBazaar,West Depot,Bakery,PRD0014,96
01/01/23,Retail,FoodBazaar,Lakeside Depot,Household,PRD0031,960
01/01/23,Retail,FoodBazaar,Lakeside Depot,Household,PRD0028,984
01/01/23,Online,FreshMart,North Depot,Snacks,PRD0007,990
01/01/23,Retail,ValueStore,Harbor Depot,Snacks,PRD0005,990
01/01/23,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0025,990
01/01/23,Online,FreshMart,North Depot,Seafood,PRD0029,99360
01/02/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0017,1008
01/02/23,Retail,SuperShop,Uptown Depot,Produce,PRD0040,10200
